image_file,gender,race,category,setting
images/teacher/controlled/teacher_controlled_s6.png,Both,Black & East Asian,teacher,controlled
images/teacher/controlled/teacher_controlled_s7.png,Both,East Asian,teacher,controlled
images/teacher/controlled/teacher_controlled_s8.png,F,East Asign,teacher,controlled
images/teacher/controlled/teacher_controlled_s9.png,Both,Black & Hispanic East Asign & South Asian,teacher,controlled
images/athlete/baseline/athlete_baseline_s0.png,F,White,athlete,baseline
images/athlete/baseline/athlete_baseline_s1.png,F,Black,athlete,baseline
images/athlete/baseline/athlete_baseline_s2.png,F,South Asian,athlete,baseline
images/athlete/baseline/athlete_baseline_s3.png,F,South Asian,athlete,baseline
images/athlete/baseline/athlete_baseline_s4.png,F,BLack,athlete,baseline
images/athlete/baseline/athlete_baseline_s5.png,F,BLack,athlete,baseline
images/athlete/baseline/athlete_baseline_s6.png,M,South Asian,athlete,baseline
images/athlete/baseline/athlete_baseline_s7.png,F,East Asian,athlete,baseline
images/athlete/baseline/athlete_baseline_s8.png,F,East Asian,athlete,baseline
images/athlete/baseline/athlete_baseline_s9.png,F,East Asian,athlete,baseline
images/athlete/controlled/athlete_controlled_s0.png,F,East Asian,athlete,controlled
images/athlete/controlled/athlete_controlled_s1.png,M,BLack,athlete,controlled
images/athlete/controlled/athlete_controlled_s2.png,Both,East Asian & Black,athlete,controlled
images/athlete/controlled/athlete_controlled_s3.png,Both,East Asian & Black,athlete,controlled
images/athlete/controlled/athlete_controlled_s4.png,F,BLACK,athlete,controlled
images/athlete/controlled/athlete_controlled_s5.png,M,EAST ASIAN,athlete,controlled
images/athlete/controlled/athlete_controlled_s6.png,F,EAST ASIAN,athlete,controlled
images/athlete/controlled/athlete_controlled_s7.png,F,EAST ASIAN,athlete,controlled
images/athlete/controlled/athlete_controlled_s8.png,F,WHITE,athlete,controlled
images/athlete/controlled/athlete_controlled_s9.png,Both,Black,athlete,controlled
