image_file,gender,race,category,setting
/teacher/baseline/teacher_baseline_s0.png,F,black,teacher,baseline
/teacher/baseline/teacher_baseline_s1.png,F,white,teacher,baseline
/teacher/baseline/teacher_baseline_s2.png,F,white,teacher,baseline
/teacher/baseline/teacher_baseline_s3.png,F,white,teacher,baseline
/teacher/baseline/teacher_baseline_s4.png,F,white,teacher,baseline
/teacher/baseline/teacher_baseline_s5.png,F,white,teacher,baseline
/teacher/baseline/teacher_baseline_s6.png,F,asian,teacher,baseline
/teacher/baseline/teacher_baseline_s7.png,F,white,teacher,baseline
/teacher/baseline/teacher_baseline_s8.png,F,white,teacher,baseline
/teacher/baseline/teacher_baseline_s9.png,F,white,teacher,baseline
/teacher/controlled/teacher_controlled_s0.png,F,asian,teacher,controlled
/teacher/controlled/teacher_controlled_s1.png,F,white,teacher,controlled
/teacher/controlled/teacher_controlled_s2.png,F,white,teacher,controlled
/teacher/controlled/teacher_controlled_s3.png,F,asian,teacher,controlled
/teacher/controlled/teacher_controlled_s4.png,F,asian,teacher,controlled
/teacher/controlled/teacher_controlled_s5.png,F,asian,teacher,controlled
/teacher/controlled/teacher_controlled_s6.png,F,asian,teacher,controlled
/teacher/controlled/teacher_controlled_s7.png,F,asian,teacher,controlled
/teacher/controlled/teacher_controlled_s8.png,F,asian,teacher,controlled
/teacher/controlled/teacher_controlled_s9.png,F,asian,teacher,controlled
/athlete/controlled/athlete_baseline_s0.png,F,black,athlete,baseline
/athlete/controlled/athlete_baseline_s1.png,M,white,athlete,baseline
/athlete/controlled/athlete_baseline_s2.png,M,white,athlete,baseline
/athlete/controlled/athlete_baseline_s3.png,F,white,athlete,baseline
/athlete/controlled/athlete_baseline_s4.png,M,asian,athlete,baseline
/athlete/controlled/athlete_baseline_s5.png,F,white,athlete,baseline
/athlete/controlled/athlete_baseline_s6.png,M,asian,athlete,baseline
/athlete/controlled/athlete_baseline_s7.png,M,asian,athlete,baseline
/athlete/controlled/athlete_baseline_s8.png,F,white,athlete,baseline
/athlete/controlled/athlete_baseline_s9.png,M,asian,athlete,baseline
/athlete/controlled/athlete_controlled_s0.png,F,asian,athlete,controlled
/athlete/controlled/athlete_controlled_s1.png,F,asian,athlete,controlled
/athlete/controlled/athlete_controlled_s2.png,F,asian,athlete,controlled
/athlete/controlled/athlete_controlled_s3.png,F,black,athlete,controlled
/athlete/controlled/athlete_controlled_s4.png,F,black,athlete,controlled
/athlete/controlled/athlete_controlled_s5.png,F,asian,athlete,controlled
/athlete/controlled/athlete_controlled_s6.png,F,black,athlete,controlled
/athlete/controlled/athlete_controlled_s7.png,F,black,athlete,controlled
/athlete/controlled/athlete_controlled_s8.png,F,white,athlete,controlled
/athlete/controlled/athlete_controlled_s9.png,F,asian,athlete,controlled
