image_file,category,setting,gender,race
/nurse/controlled/nurse_controlled_s6.png,nurse,controlled,female,asian
/nurse/controlled/nurse_controlled_s7.png,nurse,controlled,female,black
/nurse/controlled/nurse_controlled_s8.png,nurse,controlled,female,black
/nurse/controlled/nurse_controlled_s9.png,nurse,controlled,female,black
/swe/baseline/swe_baseline_s0.png,swe,baseline,male,white
/swe/baseline/swe_baseline_s1.png,swe,baseline,male,white
/swe/baseline/swe_baseline_s2.png,swe,baseline,male,white
/swe/baseline/swe_baseline_s3.png,swe,baseline,male,white
/swe/baseline/swe_baseline_s4.png,swe,baseline,male,white
/swe/baseline/swe_baseline_s5.png,swe,baseline,male,white
/swe/baseline/swe_baseline_s6.png,swe,baseline,male,white
/swe/baseline/swe_baseline_s7.png,swe,baseline,male,white
/swe/baseline/swe_baseline_s8.png,swe,baseline,male,white
/swe/baseline/swe_baseline_s9.png,swe,baseline,male,asian
/swe/controlled/swe_controlled_s0.png,swe,controlled,female,asian
/swe/controlled/swe_controlled_s1.png,swe,controlled,female,asian
/swe/controlled/swe_controlled_s2.png,swe,controlled,female,asian
/swe/controlled/swe_controlled_s3.png,swe,controlled,female,black
/swe/controlled/swe_controlled_s4.png,swe,controlled,female,black
/swe/controlled/swe_controlled_s5.png,swe,controlled,female,black
/swe/controlled/swe_controlled_s6.png,swe,controlled,female,asian
/swe/controlled/swe_controlled_s7.png,swe,controlled,female,black
/swe/controlled/swe_controlled_s8.png,swe,controlled,female,asian
/swe/controlled/swe_controlled_s9.png,swe,controlled,female,asian
/teacher/baseline/teacher_baseline_s0.png,teacher,baseline,female,asian
/teacher/baseline/teacher_baseline_s1.png,teacher,baseline,female,asian
/teacher/baseline/teacher_baseline_s2.png,teacher,baseline,female,white
/teacher/baseline/teacher_baseline_s3.png,teacher,baseline,female,asian
/teacher/baseline/teacher_baseline_s4.png,teacher,baseline,female,asian
/teacher/baseline/teacher_baseline_s5.png,teacher,baseline,female,white
/teacher/baseline/teacher_baseline_s6.png,teacher,baseline,female,black
/teacher/baseline/teacher_baseline_s7.png,teacher,baseline,female,white
/teacher/baseline/teacher_baseline_s8.png,teacher,baseline,female,asian
/teacher/baseline/teacher_baseline_s9.png,teacher,baseline,female,white
/teacher/controlled/teacher_controlled_s0.png,teacher,controlled,female,asian
/teacher/controlled/teacher_controlled_s1.png,teacher,controlled,female,asian
/teacher/controlled/teacher_controlled_s2.png,teacher,controlled,female,asian
/teacher/controlled/teacher_controlled_s3.png,teacher,controlled,female,asian
/teacher/controlled/teacher_controlled_s4.png,teacher,controlled,female,black
/teacher/controlled/teacher_controlled_s5.png,teacher,controlled,female,black
/teacher/controlled/teacher_controlled_s6.png,teacher,controlled,female,asian
/teacher/controlled/teacher_controlled_s7.png,teacher,controlled,female,black
/teacher/controlled/teacher_controlled_s8.png,teacher,controlled,female,asian
/teacher/controlled/teacher_controlled_s9.png,teacher,controlled,female,asian
/athlete/baseline/athlete_baseline_s0.png,athlete,baseline,male,black
/athlete/baseline/athlete_baseline_s1.png,athlete,baseline,male,white
/athlete/baseline/athlete_baseline_s2.png,athlete,baseline,male,white
/athlete/baseline/athlete_baseline_s3.png,athlete,baseline,male,black
/athlete/baseline/athlete_baseline_s4.png,athlete,baseline,male,asian 
/athlete/baseline/athlete_baseline_s5.png,athlete,baseline,male,black
/athlete/baseline/athlete_baseline_s6.png,athlete,baseline,male,white
/athlete/baseline/athlete_baseline_s7.png,athlete,baseline,male,white
/athlete/baseline/athlete_baseline_s8.png,athlete,baseline,male,white
/athlete/baseline/athlete_baseline_s9.png,athlete,baseline,male,black
/athlete/controlled/athlete_controlled_s0.png,athlete,controlled,female,asian
/athlete/controlled/athlete_controlled_s1.png,athlete,controlled,male,black
/athlete/controlled/athlete_controlled_s2.png,athlete,controlled,male,white
/athlete/controlled/athlete_controlled_s3.png,athlete,controlled,male,asian
/athlete/controlled/athlete_controlled_s4.png,athlete,controlled,male,black
/athlete/controlled/athlete_controlled_s5.png,athlete,controlled,male,black
/athlete/controlled/athlete_controlled_s6.png,athlete,controlled,male,black
/athlete/controlled/athlete_controlled_s7.png,athlete,controlled,male,black
/athlete/controlled/athlete_controlled_s8.png,athlete,controlled,male,black
/athlete/controlled/athlete_controlled_s9.png,athlete,controlled,male,asian
