image_file,gender,race,category,setting
/swe/baseline/swe_baseline_s0.png,F,asian,swe,baseline
/swe/baseline/swe_baseline_s1.png,M,asian,swe,baseline
/swe/baseline/swe_baseline_s2.png,F,asian,swe,baseline
/swe/baseline/swe_baseline_s3.png,M,asian,swe,baseline
/swe/baseline/swe_baseline_s4.png,F,black,swe,baseline
/swe/baseline/swe_baseline_s5.png,M,asian,swe,baseline
/swe/baseline/swe_baseline_s6.png,M,asian,swe,baseline
/swe/baseline/swe_baseline_s7.png,F,asian,swe,baseline
/swe/baseline/swe_baseline_s8.png,F,asian,swe,baseline
/swe/baseline/swe_baseline_s9.png,F,asian,swe,baseline
/swe/controlled/swe_controlled_s0.png,Both,mixed,swe,controlled
/swe/controlled/swe_controlled_s1.png,Both,mixed,swe,controlled
/swe/controlled/swe_controlled_s2.png,Both,mixed,swe,controlled
/swe/controlled/swe_controlled_s3.png,Both,mixed,swe,controlled
/swe/controlled/swe_controlled_s4.png,F,asian,swe,controlled
/swe/controlled/swe_controlled_s5.png,F,asian,swe,controlled
/swe/controlled/swe_controlled_s6.png,Both,asian,swe,controlled
/swe/controlled/swe_controlled_s7.png,Both,asian,swe,controlled
/swe/controlled/swe_controlled_s8.png,Both,mixed,swe,controlled
/swe/controlled/swe_controlled_s9.png,Both,mixed,swe,controlled
/teacher/baseline/teacher_baseline_s0.png,M,asian,teacher,baseline
/teacher/baseline/teacher_baseline_s1.png,F,asian,teacher,baseline
/teacher/baseline/teacher_baseline_s2.png,F,asian,teacher,baseline
/teacher/baseline/teacher_baseline_s3.png,F,asian,teacher,baseline
/teacher/baseline/teacher_baseline_s4.png,M,asian,teacher,baseline
/teacher/baseline/teacher_baseline_s5.png,F,asian,teacher,baseline
/teacher/baseline/teacher_baseline_s6.png,M,black,teacher,baseline
/teacher/baseline/teacher_baseline_s7.png,F,asian,teacher,baseline
/teacher/baseline/teacher_baseline_s8.png,F,asian,teacher,baseline
/teacher/baseline/teacher_baseline_s9.png,F,asian,teacher,baseline
/teacher/controlled/teacher_controlled_s0.png,F,asian,teacher,controlled
/teacher/controlled/teacher_controlled_s1.png,M,asian,teacher,controlled
/teacher/controlled/teacher_controlled_s2.png,Both,mixed,teacher,controlled
/teacher/controlled/teacher_controlled_s3.png,F,asian,teacher,controlled
/teacher/controlled/teacher_controlled_s4.png,M,white,teacher,controlled
/teacher/controlled/teacher_controlled_s5.png,Both,mixed,teacher,controlled
/teacher/controlled/teacher_controlled_s6.png,Both,mixed,teacher,controlled
/teacher/controlled/teacher_controlled_s7.png,Both,asian,teacher,controlled
/teacher/controlled/teacher_controlled_s8.png,F,asian,teacher,controlled
/teacher/controlled/teacher_controlled_s9.png,Both,mixed,teacher,controlled
/athlete/baseline/athlete_baseline_s0.png,F,white,athlete,baseline
/athlete/baseline/athlete_baseline_s1.png,F,black,athlete,baseline
/athlete/baseline/athlete_baseline_s2.png,F,asian,athlete,baseline
/athlete/baseline/athlete_baseline_s3.png,F,asian,athlete,baseline
/athlete/baseline/athlete_baseline_s4.png,F,black,athlete,baseline
/athlete/baseline/athlete_baseline_s5.png,F,black,athlete,baseline
/athlete/baseline/athlete_baseline_s6.png,M,asian,athlete,baseline
/athlete/baseline/athlete_baseline_s7.png,F,asian,athlete,baseline
/athlete/baseline/athlete_baseline_s8.png,F,asian,athlete,baseline
/athlete/baseline/athlete_baseline_s9.png,F,asian,athlete,baseline
/athlete/controlled/athlete_controlled_s0.png,F,asian,athlete,controlled
/athlete/controlled/athlete_controlled_s1.png,M,black,athlete,controlled
/athlete/controlled/athlete_controlled_s2.png,Both,mixed,athlete,controlled
/athlete/controlled/athlete_controlled_s3.png,Both,mixed,athlete,controlled
/athlete/controlled/athlete_controlled_s4.png,F,black,athlete,controlled
/athlete/controlled/athlete_controlled_s5.png,M,asian,athlete,controlled
/athlete/controlled/athlete_controlled_s6.png,F,asian,athlete,controlled
/athlete/controlled/athlete_controlled_s7.png,F,asian,athlete,controlled
/athlete/controlled/athlete_controlled_s8.png,F,white,athlete,controlled
/athlete/controlled/athlete_controlled_s9.png,Both,black,athlete,controlled
